"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Abhd4.1",0.00204769484499715,-0.226032479122916,0.914,0.938,1,"1","Abhd4"
"Epb41l4b.1",0.00205361665916567,0.817003864670022,0.169,0.106,1,"1","Epb41l4b"
"Hells.1",0.00205611510424977,0.266786858695838,0.639,0.532,1,"1","Hells"
"Hoxb4.1",0.00205678389662016,0.0473157317975387,0.575,0.439,1,"1","Hoxb4"
"Brf2.1",0.00205893339394629,0.284375293670259,0.579,0.477,1,"1","Brf2"
"Erh.1",0.00206069390078914,-0.0957093198990568,1,1,1,"1","Erh"
"Gabrb3.1",0.00206124395581192,-0.387012618805941,0.485,0.568,1,"1","Gabrb3"
"Gm49359.1",0.00206831291043541,0.445225606491704,0.59,0.503,1,"1","Gm49359"
"Necap1.1",0.00207231396360275,0.296118700081254,0.617,0.513,1,"1","Necap1"
"Slc1a3.1",0.00207279835146582,-0.267547051828549,1,0.995,1,"1","Slc1a3"
"Tmsb10.1",0.00208033514337173,-0.14773296132961,1,1,1,"1","Tmsb10"
"Strip1.1",0.00208655272354877,0.296482340277816,0.722,0.631,1,"1","Strip1"
"Edil3.1",0.00208865713432199,-0.653373899353065,0.308,0.39,1,"1","Edil3"
"Atraid.1",0.00209408511445649,-0.166821854054299,0.985,0.986,1,"1","Atraid"
"Tspan5.1",0.00209704427838961,-0.182574472250897,0.962,0.965,1,"1","Tspan5"
"Zfp639.1",0.00209850758545199,0.259007634859153,0.737,0.638,1,"1","Zfp639"
"Dnpep.1",0.00210637869115973,0.177482035501775,0.966,0.893,1,"1","Dnpep"
"Pola1.1",0.00210755343165424,0.286985455489712,0.56,0.444,1,"1","Pola1"
"Cdk11b.1",0.00210835717945039,-0.179406187557887,0.944,0.922,1,"1","Cdk11b"
"Casp8ap2.1",0.00211098094404631,0.323821105442526,0.722,0.63,1,"1","Casp8ap2"
"Epb41l4aos.1",0.00212137178231561,-0.380649802466473,0.632,0.673,1,"1","Epb41l4aos"
"Med15.1",0.00213043374892214,0.235390260744993,0.733,0.604,1,"1","Med15"
"Agpat5.1",0.00213970229270214,-0.208664717609858,0.962,0.954,1,"1","Agpat5"
"Catsper2.1",0.00214139834559672,0.645980503798267,0.18,0.114,1,"1","Catsper2"
"Tnfsfm13.1",0.00214146049967372,1.13536534453719,0.083,0.041,1,"1","Tnfsfm13"
"Fbxo11.1",0.00214295684454873,0.22940883445233,0.789,0.705,1,"1","Fbxo11"
"Ska1.1",0.00215564097163224,0.51008962420653,0.429,0.339,1,"1","Ska1"
"Ss18l1.1",0.0021556600467829,0.651065182821235,0.207,0.136,1,"1","Ss18l1"
"Net1.1",0.00216532335365826,0.390047037834801,0.609,0.525,1,"1","Net1"
"Lrrc1.1",0.0021688893494616,0.390179243566018,0.35,0.256,1,"1","Lrrc1"
"Gtpbp6.1",0.00216906096100292,0.336462987510412,0.605,0.521,1,"1","Gtpbp6"
"Arl5b.1",0.00217055091190075,-0.567917123372725,0.331,0.415,1,"1","Arl5b"
"Evc.1",0.00217544261865919,0.518693984088698,0.267,0.188,1,"1","Evc"
"Mbip.1",0.00217695785111274,0.304435921885304,0.579,0.476,1,"1","Mbip"
"Camsap1.1",0.00217863709982987,0.258867404685113,0.692,0.598,1,"1","Camsap1"
"Aaas.1",0.00218216281124237,0.264083095690038,0.722,0.65,1,"1","Aaas"
"Sec14l1.1",0.00218566148079414,0.208885862026442,0.748,0.645,1,"1","Sec14l1"
"2310009B15Rik.1",0.00218586200481787,-0.238609498119765,0.876,0.911,1,"1","2310009B15Rik"
"Nlrx1.1",0.00219674755876304,-3.21040949230454,0,0.034,1,"1","Nlrx1"
"Hist1h2bp.1",0.00220272591820058,1.11264526803711,0.075,0.035,1,"1","Hist1h2bp"
"Nxpe3.1",0.00220846590997252,0.505884177037391,0.267,0.186,1,"1","Nxpe3"
"Zfp354a.1",0.00221240694355972,0.708153131312246,0.195,0.128,1,"1","Zfp354a"
"Itgb8.1",0.00221367079697247,0.289356991075696,0.534,0.447,1,"1","Itgb8"
"Uba6.1",0.00221371348852102,0.419461365898816,0.402,0.307,1,"1","Uba6"
"Casp6.1",0.00221959127863419,0.260896226621051,0.748,0.667,1,"1","Casp6"
"Acss2.1",0.00221998832505503,0.275175015071434,0.549,0.444,1,"1","Acss2"
"Mrps21.1",0.00222180498162159,-0.113688667924553,1,0.996,1,"1","Mrps21"
"Glmp.1",0.00222533731009865,-0.21357418617695,0.959,0.968,1,"1","Glmp"
"Gemin2.1",0.00222551983947851,0.274008888133796,0.56,0.451,1,"1","Gemin2"
"Clcn6.1",0.00222727832622014,0.312791034862149,0.568,0.476,1,"1","Clcn6"
"Zbtb49.1",0.00222844030399485,0.745131236258921,0.158,0.096,1,"1","Zbtb49"
"Hibch.1",0.00223111500424605,0.286312236995234,0.699,0.64,1,"1","Hibch"
"Snx3.1",0.00223477933894282,-0.0842003405711207,1,1,1,"1","Snx3"
"Tmem100.1",0.00223987462832928,-1.26152480803139,0.053,0.114,1,"1","Tmem100"
"Gm32585.1",0.00224531799239955,0.704026032929248,0.139,0.082,1,"1","Gm32585"
"Tmcc3.1",0.00224781506517782,-0.509447011211485,0.477,0.538,1,"1","Tmcc3"
"Actr6.1",0.00224987759406941,0.326498004854035,0.56,0.458,1,"1","Actr6"
"Limk1.1",0.00225203225714207,0.445705465149343,0.368,0.281,1,"1","Limk1"
"Snrnp70.1",0.00225528800071655,0.104172562454738,0.996,0.999,1,"1","Snrnp70"
"Ctns.1",0.00225787350487161,0.535452502350064,0.229,0.153,1,"1","Ctns"
"Zwilch.1",0.00226009439568568,0.304055690327866,0.489,0.382,1,"1","Zwilch"
"Zbtb45.1",0.00226547038927521,0.202002537567483,0.632,0.512,1,"1","Zbtb45"
"Lrrcc1.1",0.00229269221947888,0.272182034167566,0.534,0.428,1,"1","Lrrcc1"
"Cstb.1",0.00229593086209036,0.157152153031782,0.842,0.749,1,"1","Cstb"
"Rab35.1",0.00229632969749881,0.165474855635139,0.91,0.828,1,"1","Rab35"
"4930579G24Rik.1",0.00231588068274957,0.482498779314233,0.41,0.322,1,"1","4930579G24Rik"
"Tyw3.1",0.00232228930879667,0.372207895611214,0.406,0.309,1,"1","Tyw3"
"Eif2ak3.1",0.00233038490646875,0.407662671699954,0.383,0.292,1,"1","Eif2ak3"
"Cdk17.1",0.00233420707498727,0.242657108336009,0.767,0.662,1,"1","Cdk17"
"Clic5.1",0.00234215399071843,0.216542252937357,0.353,0.256,1,"1","Clic5"
"Slc2a10.1",0.00234388294348056,0.676826206621762,0.173,0.108,1,"1","Slc2a10"
"Arhgef11.1",0.00236073030042115,0.49658014430989,0.263,0.183,1,"1","Arhgef11"
"Fra10ac1.1",0.00236290008485012,0.275680592117853,0.568,0.461,1,"1","Fra10ac1"
"Smg6.1",0.00236325131550688,0.258859000995324,0.865,0.819,1,"1","Smg6"
"Tbc1d2b.1",0.00236821682000702,0.640600652787614,0.218,0.147,1,"1","Tbc1d2b"
"Pstk.1",0.0023690336405713,0.205110755863163,0.797,0.695,1,"1","Pstk"
"Zfp810.1",0.0023718964024721,0.569965110194554,0.226,0.151,1,"1","Zfp810"
"Znrf1.1",0.00237387332617073,0.181430216880159,0.895,0.831,1,"1","Znrf1"
"Sf3b5.1",0.00237598212046472,0.0834096520636871,1,1,1,"1","Sf3b5"
"Numa1.1",0.00237832964255051,0.230472534911182,0.835,0.758,1,"1","Numa1"
"Bicd2.1",0.00238568244041883,0.203040287731554,0.883,0.77,1,"1","Bicd2"
"Actl6a.1",0.00238893890100223,0.150886976795865,0.985,0.975,1,"1","Actl6a"
"Stat2.1",0.00239289062265684,0.576186869586269,0.229,0.155,1,"1","Stat2"
"Adrb1.1",0.00239343729497328,-1.07083504329667,0.105,0.178,1,"1","Adrb1"
"Exosc1.1",0.00239751019237582,0.191007361467351,0.887,0.837,1,"1","Exosc1"
"Tm9sf3.1",0.00240010497061186,0.120503853744753,1,0.992,1,"1","Tm9sf3"
"Pla2g15.1",0.00240240770775382,0.728189963031319,0.162,0.1,1,"1","Pla2g15"
"Bcat1.1",0.00240359842751242,0.282469638569403,0.477,0.358,1,"1","Bcat1"
"Ap3b2.1",0.00241092699326919,-1.87958499692878,0.011,0.054,1,"1","Ap3b2"
"Nsl1.1",0.00242015181109456,0.547688459119,0.203,0.132,1,"1","Nsl1"
"Ppwd1.1",0.00243576660519519,0.23412447099433,0.564,0.442,1,"1","Ppwd1"
"Il17rd.1",0.00243876266769714,-0.62255986826466,0.233,0.318,1,"1","Il17rd"
"2810021J22Rik.1",0.00244143790217245,0.66329690022197,0.199,0.131,1,"1","2810021J22Rik"
"Mapk8.1",0.00244202775194871,-0.305873157334135,0.613,0.685,1,"1","Mapk8"
"Galnt17.1",0.00244299172372004,-1.38587155857358,0.03,0.083,1,"1","Galnt17"
"Ubb.1",0.00244410912196384,-0.0693014910200089,1,1,1,"1","Ubb"
"Myo16.1",0.00244438940028121,0.668980965258128,0.214,0.144,1,"1","Myo16"
"Gm36839.1",0.0024492211318623,0.96742070722312,0.098,0.051,1,"1","Gm36839"
"Gle1.1",0.00245006025832363,0.16798676610639,0.835,0.731,1,"1","Gle1"
"Tarsl2.1",0.0024528712364084,0.523930632454845,0.274,0.193,1,"1","Tarsl2"
"Rhbdd2.1",0.00245538422759465,0.242280548453704,0.703,0.599,1,"1","Rhbdd2"
"2310057M21Rik.1",0.00245758938286615,0.353634737818202,0.47,0.371,1,"1","2310057M21Rik"
"Carm1.1",0.00245980079664755,0.22204364335649,0.767,0.669,1,"1","Carm1"
"Zfp871.1",0.00246121539757408,0.1928778031924,0.82,0.724,1,"1","Zfp871"
"Arpc3.1",0.00246337231287921,-0.0960646614231129,1,1,1,"1","Arpc3"
"Acy3.1",0.00246806166256729,0.290819863171171,0.526,0.436,1,"1","Acy3"
"Sptlc1.1",0.00247004654609159,0.289768073865452,0.722,0.605,1,"1","Sptlc1"
"Mtrf1l.1",0.0024817051005696,0.421669529693833,0.429,0.344,1,"1","Mtrf1l"
"Hsp90aa1.1",0.00248284728637923,0.0966271200188888,1,1,1,"1","Hsp90aa1"
"Map2k6.1",0.00249707512423778,0.350571225280371,0.496,0.392,1,"1","Map2k6"
"Tarbp2.1",0.00250942431524918,0.218359668158618,0.718,0.605,1,"1","Tarbp2"
"Samhd1.1",0.00251858695656788,0.28339485086029,0.53,0.42,1,"1","Samhd1"
"Sec61a2.1",0.00251872949640147,0.244914806716126,0.65,0.542,1,"1","Sec61a2"
"Cryz.1",0.00252125400621058,-0.356748377760292,0.665,0.703,1,"1","Cryz"
"Apeh.1",0.00253359992255388,0.21516962807305,0.722,0.608,1,"1","Apeh"
"Ccdc112.1",0.00253625789062655,0.294235157470509,0.508,0.394,1,"1","Ccdc112"
"Lpo.1",0.00254951800957048,0.821256754109129,0.124,0.071,1,"1","Lpo"
"Foxo1.1",0.00255581541691178,-0.605494165733505,0.398,0.462,1,"1","Foxo1"
"Gng5.1",0.00255830762110143,-0.0669947560069399,1,1,1,"1","Gng5"
"Pcdh10.1",0.00255947941709053,-0.520136149000118,0.383,0.466,1,"1","Pcdh10"
"A430105I19Rik.1",0.00257438009348873,0.559173053443768,0.195,0.126,1,"1","A430105I19Rik"
"Abhd16a.1",0.0025770498286322,0.20199007642466,0.797,0.728,1,"1","Abhd16a"
"Lats1.1",0.00257744638913023,0.283645351939525,0.568,0.478,1,"1","Lats1"
"Snhg12.1",0.00257782733383131,0.300892940509205,0.695,0.607,1,"1","Snhg12"
"Polr2i.1",0.00258096934276613,0.14004777099153,0.992,0.981,1,"1","Polr2i"
"Scrib.1",0.0025817468215587,0.261240504164957,0.756,0.666,1,"1","Scrib"
"Eif4ebp1.1",0.00258363566264249,0.120582126736729,0.951,0.931,1,"1","Eif4ebp1"
"Stt3a.1",0.00258440535046073,0.16375506821052,0.929,0.913,1,"1","Stt3a"
"Gm5577.1",0.0025865134408429,0.649938517366951,0.192,0.124,1,"1","Gm5577"
"Slc14a2.1",0.00258891304350602,-1.44959715618396,0.041,0.098,1,"1","Slc14a2"
"Rraga.1",0.00259583781269455,0.123813377498994,0.989,0.991,1,"1","Rraga"
"Lins1.1",0.00259595247915823,0.510874479629398,0.305,0.225,1,"1","Lins1"
"Snrpb2.1",0.00260586734049642,0.0970649727626638,1,0.984,1,"1","Snrpb2"
"Xndc1.1",0.00261000630954746,0.423091955286891,0.425,0.341,1,"1","Xndc1"
"Aatf.1",0.00261287392312547,0.232662545892107,0.695,0.59,1,"1","Aatf"
"Rsad2.1",0.00261389493064935,0.50943106275973,0.237,0.162,1,"1","Rsad2"
"Hrc.1",0.00261574961400006,-1.27967215474165,0.071,0.135,1,"1","Hrc"
"Eif2ak2.1",0.00261844062361508,0.295461728611396,0.515,0.413,1,"1","Eif2ak2"
"Zfp668.1",0.00261902906975117,0.357111541880354,0.5,0.404,1,"1","Zfp668"
"Ptk2.1",0.00262408510778524,0.19107477712348,0.917,0.889,1,"1","Ptk2"
"Zfp91.1",0.00262585588167298,0.139345195449738,1,0.992,1,"1","Zfp91"
"Klhl20.1",0.00262590592974277,0.46159357685818,0.312,0.228,1,"1","Klhl20"
"Ccnf.1",0.00262716489972714,0.566631305607922,0.432,0.346,1,"1","Ccnf"
"Atp11c.1",0.00263181631581338,0.398399750370986,0.327,0.238,1,"1","Atp11c"
"Pqlc3.1",0.00264299444976604,0.556352110147222,0.293,0.214,1,"1","Pqlc3"
"B4galt5.1",0.00264308446565855,0.681408855966046,0.203,0.135,1,"1","B4galt5"
"Depdc7.1",0.00264639101003521,0.471331272824837,0.383,0.295,1,"1","Depdc7"
"Mrps36.1",0.00264889476376667,-0.139745239857679,1,0.995,1,"1","Mrps36"
"Gns.1",0.00264929641379031,0.240180249580953,0.744,0.643,1,"1","Gns"
"Nup54.1",0.00265155416220143,0.272054016505573,0.586,0.474,1,"1","Nup54"
"Tmem184c.1",0.00265485839273825,-0.243572229425533,0.835,0.866,1,"1","Tmem184c"
"Kat6b.1",0.00266591029866133,0.273487804054057,0.62,0.519,1,"1","Kat6b"
"A2m.1",0.00266830358872489,-0.936443434990925,0.327,0.391,1,"1","A2m"
"BC034090.1",0.00266982228524462,0.917773909464565,0.128,0.074,1,"1","BC034090"
"Gm13375.1",0.00266988999744165,1.11264526803711,0.075,0.036,1,"1","Gm13375"
"Nynrin.1",0.00267329733877979,0.621510109040433,0.218,0.147,1,"1","Nynrin"
"Gm42067.1",0.0026785093234063,0.417550850715898,0.301,0.216,1,"1","Gm42067"
"Fastk.1",0.00267862875163757,0.181566854376439,0.902,0.843,1,"1","Fastk"
"Cenpt.1",0.00268437942564572,0.286742404107854,0.602,0.497,1,"1","Cenpt"
"Isoc1.1",0.00268822440615857,0.158929295607356,0.91,0.888,1,"1","Isoc1"
"Rad9a.1",0.00269188592502133,0.499020565034278,0.297,0.216,1,"1","Rad9a"
"Zw10.1",0.00270913252766891,0.286016333814961,0.47,0.364,1,"1","Zw10"
"Myo1b.1",0.00270926720335456,-0.329213566606022,0.722,0.766,1,"1","Myo1b"
"Rapgef3.1",0.00271013642991447,0.319306924360805,0.489,0.385,1,"1","Rapgef3"
"Ebf1.1",0.00271504902967518,0.156481361356187,0.722,0.626,1,"1","Ebf1"
"Hdac11.1",0.00274081548063144,0.476815997689373,0.38,0.295,1,"1","Hdac11"
"Rab24.1",0.00274794463142925,0.14083125525049,0.996,0.979,1,"1","Rab24"
"Pter.1",0.0027511475349018,0.447749666753684,0.35,0.262,1,"1","Pter"
"Rflna.1",0.00275906952519622,0.315186382122004,0.677,0.597,1,"1","Rflna"
"Kbtbd8.1",0.00277111065622289,0.818508239197252,0.132,0.077,1,"1","Kbtbd8"
"Zfp182.1",0.00277335597532486,0.678987049877449,0.158,0.097,1,"1","Zfp182"
"Irf2bp2.1",0.00277847423284505,-0.365029383785252,0.729,0.738,1,"1","Irf2bp2"
"Ttc21b.1",0.00277850209967223,0.4979354239219,0.297,0.216,1,"1","Ttc21b"
"Pitrm1.1",0.00278172069907563,0.177679372923713,0.812,0.74,1,"1","Pitrm1"
"Ammecr1.1",0.0027911073198847,0.315937590179013,0.534,0.436,1,"1","Ammecr1"
"Exo5.1",0.00279467815119291,0.393638376277261,0.383,0.292,1,"1","Exo5"
"Zdhhc2.1",0.0027947489783973,-0.397871672557602,0.477,0.565,1,"1","Zdhhc2"
"Bax.1",0.00280081901741638,0.0867942829678059,1,1,1,"1","Bax"
"Cadm2.1",0.00280100099027549,-0.671989577520412,0.203,0.289,1,"1","Cadm2"
"Homer3.1",0.00280859528872817,0.258586990368293,0.82,0.735,1,"1","Homer3"
"Rnf19a.1",0.00281472071539541,0.342196328722899,0.432,0.337,1,"1","Rnf19a"
"Ppfia1.1",0.00282014419284261,0.233461601598432,0.718,0.61,1,"1","Ppfia1"
"Acvr2b.1",0.00282425596898126,0.44685301839806,0.331,0.242,1,"1","Acvr2b"
"Cops7b.1",0.00282618288976994,0.340007955579181,0.492,0.404,1,"1","Cops7b"
"Nudt9.1",0.00283769221236883,-0.204645109333628,0.944,0.925,1,"1","Nudt9"
"D8Ertd738e.1",0.00284345689207001,-0.0842813517284715,1,1,1,"1","D8Ertd738e"
"Zfp617.1",0.00284427235814152,0.319729864683294,0.511,0.414,1,"1","Zfp617"
"Rps6kb1.1",0.00284735981922472,0.168806034593323,0.887,0.791,1,"1","Rps6kb1"
"Cdkn2aipnl.1",0.00285578518315344,0.186153454451368,0.887,0.763,1,"1","Cdkn2aipnl"
"Cox6c.1",0.00285818138939763,0.0574734130081005,1,1,1,"1","Cox6c"
"Ebag9.1",0.0028600624374112,0.253378257337035,0.647,0.543,1,"1","Ebag9"
"Meig1.1",0.00286581052703698,-1.1089418532277,0.045,0.103,1,"1","Meig1"
"Parg.1",0.00286640305507298,0.286765934302202,0.643,0.558,1,"1","Parg"
"Armc1.1",0.00286654357076327,0.149057027360549,0.992,0.971,1,"1","Armc1"
"Rad54l.1",0.00287045643658819,0.241921445765879,0.451,0.347,1,"1","Rad54l"
"Ddx41.1",0.00287283644519296,0.183614305534758,0.865,0.787,1,"1","Ddx41"
"Aftph.1",0.00288065444461983,0.333129393104602,0.583,0.486,1,"1","Aftph"
"Ror2.1",0.00288740260947499,0.379969044963799,0.41,0.314,1,"1","Ror2"
"Uimc1.1",0.00289437649801011,0.364507421213277,0.571,0.488,1,"1","Uimc1"
"Rnf217.1",0.00289669453116175,0.27993779262644,0.56,0.452,1,"1","Rnf217"
"Garem1.1",0.00290273935380028,0.377393892250684,0.425,0.324,1,"1","Garem1"
"Cox19.1",0.00290539861260266,0.124877737855511,0.936,0.915,1,"1","Cox19"
"Mrpl16.1",0.00291177963147916,-0.211863549888962,0.865,0.905,1,"1","Mrpl16"
"Mrpl14.1",0.00291432801644784,0.122934194988379,0.989,0.993,1,"1","Mrpl14"
"Hectd2.1",0.00292144802299715,0.260896226621051,0.722,0.667,1,"1","Hectd2"
"Pop5.1",0.00293513097593769,-0.198866551214507,0.85,0.881,1,"1","Pop5"
"Prps1l3.1",0.00295639676165696,0.502910239337193,0.278,0.199,1,"1","Prps1l3"
"Gm42726.1",0.00295833883038443,1.07123500711748,0.079,0.039,1,"1","Gm42726"
"Gm42418.1",0.00296788366287788,-0.0664031351494856,1,1,1,"1","Gm42418"
"Dnajc9.1",0.00297354612695554,0.177415072909589,0.959,0.949,1,"1","Dnajc9"
"2610020C07Rik.1",0.00298099137411268,0.550402843816036,0.218,0.145,1,"1","2610020C07Rik"
"Nutf2-ps1.1",0.00298878084194173,0.927769925128824,0.102,0.055,1,"1","Nutf2-ps1"
"Actr10.1",0.00299304789275434,0.097099693730057,1,0.998,1,"1","Actr10"
"Nos3.1",0.00299776779173797,0.785422873480234,0.12,0.068,1,"1","Nos3"
"Dusp7.1",0.00299845106823049,0.207767267557431,0.62,0.517,1,"1","Dusp7"
"Anapc5.1",0.00299986211998989,0.100363117567119,1,1,1,"1","Anapc5"
"Cby1.1",0.00300813181524336,0.209423061286847,0.929,0.918,1,"1","Cby1"
"Fam60a.1",0.00300968809989288,0.349655416519568,0.59,0.506,1,"1","Fam60a"
"2700033N17Rik.1",0.00302801427168149,-0.777577921193584,0.132,0.207,1,"1","2700033N17Rik"
"Csnk2a1.1",0.00303143885463937,0.174826727462198,0.91,0.884,1,"1","Csnk2a1"
"Srfbp1.1",0.00303674991820242,0.345629275115818,0.515,0.422,1,"1","Srfbp1"
"Adcy9.1",0.00303807562291769,0.888055290996415,0.135,0.081,1,"1","Adcy9"
"Npl.1",0.00304070033246095,0.163379720706789,0.323,0.228,1,"1","Npl"
"Rgs2.1",0.00304180646515003,0.170317943371617,0.455,0.347,1,"1","Rgs2"
"Zfand1.1",0.00304243436915911,0.15799631903676,0.872,0.79,1,"1","Zfand1"
"Col11a1.1",0.00304300489772449,0.291048423403726,0.485,0.379,1,"1","Col11a1"
"Setbp1.1",0.00304521051957789,0.501374507888671,0.271,0.193,1,"1","Setbp1"
"Ube2v1.1",0.00305110699581046,0.957367042559198,0.113,0.063,1,"1","Ube2v1"
"Prkar1a.1",0.00305267433091746,0.0868016153781195,1,1,1,"1","Prkar1a"
"Pnkp.1",0.00305944946893765,0.246482790544332,0.718,0.639,1,"1","Pnkp"
"Aasdhppt.1",0.00306382808893969,0.205021510995899,0.883,0.801,1,"1","Aasdhppt"
"Arhgap19.1",0.00308255509342269,0.623125686232984,0.327,0.254,1,"1","Arhgap19"
"Pole.1",0.00308293944658299,0.296975077767501,0.432,0.33,1,"1","Pole"
"Rasa2.1",0.00308415358100147,0.379005499577679,0.391,0.299,1,"1","Rasa2"
"Ndn.1",0.00308422744923982,0.122242064038643,0.868,0.673,1,"1","Ndn"
"Vps13b.1",0.00308895679166725,0.395802638884947,0.346,0.257,1,"1","Vps13b"
"Fam213b.1",0.00309460601359352,0.446762771932385,0.282,0.201,1,"1","Fam213b"
"Atad5.1",0.0030980923867331,0.371360497618634,0.432,0.34,1,"1","Atad5"
"Atp5l.1",0.00310887425131767,-0.0619108850494658,1,1,1,"1","Atp5l"
"Gm14327.1",0.00311457250195566,0.891808313202703,0.105,0.058,1,"1","Gm14327"
"Trappc11.1",0.00312459990486144,0.335504959026512,0.526,0.432,1,"1","Trappc11"
"4933432K03Rik.1",0.00312500635487529,-0.618301706626424,0.41,0.468,1,"1","4933432K03Rik"
"Mcam.1",0.00312580138791721,1.04225594014571,0.135,0.081,1,"1","Mcam"
"Txndc15.1",0.00313228619464203,-0.137939265073828,0.992,0.99,1,"1","Txndc15"
"Dimt1.1",0.00313511521490202,0.253087303410287,0.714,0.624,1,"1","Dimt1"
"Ankrd17.1",0.0031381229565396,0.0986705445565095,0.996,0.995,1,"1","Ankrd17"
"Fam216a.1",0.00313862137309564,0.209547157692895,0.925,0.881,1,"1","Fam216a"
"Rbbp9.1",0.00313917483237169,0.433987043940974,0.489,0.412,1,"1","Rbbp9"
"Zbtb11os1.1",0.00314005271120628,0.450522481447118,0.361,0.279,1,"1","Zbtb11os1"
"Ap2a1.1",0.00314226183883373,0.161890174435149,0.936,0.885,1,"1","Ap2a1"
"Cdk8.1",0.0031424681146564,-0.278364773554865,0.865,0.86,1,"1","Cdk8"
"Micu2.1",0.0031522988011994,0.195198594054375,0.744,0.618,1,"1","Micu2"
"Egr2.1",0.0031553637181146,-0.747030689150578,0.09,0.161,1,"1","Egr2"
"Ddb1.1",0.00315718618199003,0.100769905173872,1,0.999,1,"1","Ddb1"
"Wdr61.1",0.00317313413002139,0.15807804588019,0.981,0.955,1,"1","Wdr61"
"Usp40.1",0.00318038840501598,0.289488489856612,0.583,0.469,1,"1","Usp40"
"Ddrgk1.1",0.0031817535383676,-0.137816249190057,0.985,0.987,1,"1","Ddrgk1"
"Galnt4.1",0.00318239067147876,-0.493240725691093,0.365,0.444,1,"1","Galnt4"
"Rpl21.1",0.00318464880799718,-0.0392962004766071,1,1,1,"1","Rpl21"
"Fkbpl.1",0.00319299988402303,0.322066058730331,0.504,0.404,1,"1","Fkbpl"
"4931428F04Rik.1",0.00319411574539251,0.381190460338763,0.425,0.332,1,"1","4931428F04Rik"
"Cacna1c.1",0.00319417495068337,0.86716923358762,0.113,0.063,1,"1","Cacna1c"
"Hspa9.1",0.00319443672788519,0.114445100530748,1,0.999,1,"1","Hspa9"
"Plxna2.1",0.00319668985613807,0.268421626189788,0.789,0.722,1,"1","Plxna2"
"Sirt2.1",0.00320708526076425,-0.225957699554306,0.94,0.916,1,"1","Sirt2"
"Ankrd42.1",0.00321683288012298,1.03443643568641,0.083,0.042,1,"1","Ankrd42"
"Slc16a10.1",0.00321683288012298,1.03443643568641,0.083,0.042,1,"1","Slc16a10"
"Tmem39b.1",0.00321702459462899,0.368616281348334,0.466,0.367,1,"1","Tmem39b"
"Ftsj1.1",0.00322616776284329,0.28712222328058,0.579,0.478,1,"1","Ftsj1"
"Osbpl9.1",0.00323588348593557,0.239948542707297,0.711,0.592,1,"1","Osbpl9"
"Stxbp1.1",0.00323735250157215,0.295101125166968,0.526,0.425,1,"1","Stxbp1"
"Ccdc137.1",0.00323831680199775,0.488246367753467,0.32,0.238,1,"1","Ccdc137"
"Fam117b.1",0.00324148416545045,0.310452051095284,0.485,0.388,1,"1","Fam117b"
"Smpdl3b.1",0.00325366158536542,0.229580686154843,0.402,0.299,1,"1","Smpdl3b"
"Man1a2.1",0.00325543787290602,0.172051368760382,0.951,0.877,1,"1","Man1a2"
"Ube2h.1",0.00326416058342407,-0.339867915220146,0.759,0.797,1,"1","Ube2h"
"Megf11.1",0.0032770014469279,-0.806367000283627,0.109,0.18,1,"1","Megf11"
"Pias1.1",0.00328246044234317,0.256517786110477,0.711,0.612,1,"1","Pias1"
"Ttl.1",0.00328926100096161,0.370581806231224,0.361,0.271,1,"1","Ttl"
"Ncstn.1",0.0032902606921247,0.249824069122107,0.733,0.647,1,"1","Ncstn"
"Slc25a14.1",0.00329349970719453,0.280313680448292,0.549,0.442,1,"1","Slc25a14"
"Mid2.1",0.00329871107658916,-0.664464972486193,0.346,0.418,1,"1","Mid2"
"Efcab11.1",0.00330521981906381,0.544328329406352,0.244,0.169,1,"1","Efcab11"
"Zscan22.1",0.00331413122568332,0.39146370316061,0.293,0.208,1,"1","Zscan22"
"Eif2ak4.1",0.00331703686551432,0.418947127775072,0.323,0.237,1,"1","Eif2ak4"
"Ik.1",0.00331880062408419,0.143641933872086,0.977,0.963,1,"1","Ik"
"Mis18bp1.1",0.00331900819266748,0.472126237572295,0.485,0.398,1,"1","Mis18bp1"
"Prpf31.1",0.0033228691138257,0.147904540197538,0.989,0.963,1,"1","Prpf31"
"Wif1.1",0.00332715007490436,-1.47231723268405,0.023,0.07,1,"1","Wif1"
"Hps6.1",0.00333404364676335,0.682459659667905,0.165,0.104,1,"1","Hps6"
"Sh3rf1.1",0.00333447636759391,0.375993337322706,0.361,0.272,1,"1","Sh3rf1"
"Map3k3.1",0.00334014657149366,0.385244385288107,0.395,0.303,1,"1","Map3k3"
"Tpp1.1",0.00334661375280798,-0.234692963276144,0.94,0.94,1,"1","Tpp1"
"Nln.1",0.00335154581935213,0.260426216829994,0.635,0.541,1,"1","Nln"
